sme_id,current_revenue,predicted_6m_growth_rate,predicted_6m_revenue,growth_stage,will_jump_category,current_revenue_category,composite_growth_score,growth_action
1116,58870.67704598883,6.6,62782.0,Growing,0,Small,28.1,stability_support
1117,257072.2038002472,6.4,273620.0,Growing,0,Medium,32.9,stability_support
1118,48642.783458327845,3.4,50279.0,Stable,0,Small,30.0,stability_support
1119,54385.34461525682,6.1,57727.0,Stable,0,Small,31.3,stability_support
1120,88106.43211716955,13.4,99906.0,Growing,1,Small,30.8,growth_support
1121,91429.37265238984,6.2,97071.0,Stable,0,Small,32.6,stability_support
1122,96714.2598879028,5.7,102275.0,Growing,1,Small,31.6,stability_support
1123,68216.14736959567,6.5,72681.0,Growing,0,Small,29.9,stability_support
1124,35763.34885801593,8.8,38925.0,Growing,0,Small,30.7,stability_support
1125,134706.35584166704,7.8,145248.0,Growing,0,Medium,30.0,stability_support
1126,35741.44122962469,2.6,36665.0,Growing,0,Small,28.9,stability_support
1127,57077.5320686839,6.9,61016.0,Growing,0,Small,29.4,stability_support
1128,38884.40138360759,9.8,42693.0,Growing,0,Small,30.1,stability_support
1129,48516.399636237824,6.2,51524.0,Growing,0,Small,28.3,stability_support
1130,57815.63961203667,6.3,61444.0,Growing,0,Small,30.2,stability_support
1131,57604.47481530373,4.5,60224.0,Growing,0,Small,31.7,stability_support
1132,60610.11263357884,5.6,64024.0,Growing,0,Small,31.6,stability_support
1133,132646.0096551572,4.5,138608.0,Stable,0,Medium,30.2,stability_support
1134,61619.14783471608,8.1,66621.0,Growing,0,Small,31.6,stability_support
1135,45333.15632410901,5.2,47690.0,Growing,0,Small,32.9,stability_support
1136,83221.06694259925,17.5,97791.0,Rapid Growth,0,Small,36.3,growth_support
1137,96879.22249557717,6.7,103389.0,Growing,1,Small,24.6,stability_support
1138,35230.43732869778,7.0,37712.0,Stable,0,Small,26.0,stability_support
1139,66636.23663604193,7.9,71917.0,Growing,0,Small,29.5,stability_support
1140,70730.46164919081,8.1,76452.0,Growing,0,Small,30.2,stability_support
1141,44493.83541478692,13.8,50633.0,Growing,0,Small,33.5,growth_support
1142,110734.82335987002,5.0,116240.0,Stable,0,Medium,31.5,stability_support
1143,46925.60316115945,3.9,48770.0,Growing,0,Small,27.4,stability_support
1144,52552.90725944645,7.8,56678.0,Growing,0,Small,38.9,stability_support
1145,46522.15286502798,4.9,48819.0,Growing,0,Small,27.6,stability_support
1146,50119.77762708411,7.4,53808.0,Growing,0,Small,30.4,stability_support
1147,36077.611354163375,6.9,38572.0,Growing,0,Small,28.1,stability_support
1148,34075.13253554117,10.4,37635.0,Growing,0,Small,29.4,growth_support
1149,130678.05117425638,7.9,140950.0,Growing,0,Medium,30.8,stability_support
1150,38026.62251504593,3.9,39503.0,Growing,0,Small,28.1,stability_support
1151,36838.78577116125,10.7,40794.0,Growing,0,Small,29.3,growth_support
1152,31585.86296561545,7.8,34064.0,Growing,0,Small,30.1,stability_support
1153,40068.79940103009,1.6,40710.0,Stable,0,Small,28.3,stability_support
1154,34680.7423439013,11.0,38481.0,Growing,0,Small,28.7,growth_support
1155,135615.93139143044,0.2,135946.0,Stable,0,Medium,38.5,stability_support
1156,85749.07532218893,5.5,90468.0,Growing,0,Small,37.4,stability_support
1157,39546.83384556556,4.1,41186.0,Growing,0,Small,28.8,stability_support
1158,225138.53376955172,20.9,272203.0,Rapid Growth,0,Medium,36.8,growth_support
1159,84184.66408294666,3.1,86812.0,Stable,0,Small,29.8,stability_support
1160,44082.28233934377,9.0,48041.0,Growing,0,Small,31.6,stability_support
1161,30886.293850403414,6.9,33011.0,Growing,0,Small,28.5,stability_support
1162,232830.8711408054,4.2,242668.0,Stable,0,Medium,36.2,stability_support
1163,34327.84070062384,0.7,34553.0,Stable,0,Small,28.7,stability_support
1164,33169.04855551262,10.9,36776.0,Growing,0,Small,30.9,growth_support
1165,86474.95839259711,4.6,90474.0,Growing,0,Small,35.0,stability_support
1166,265504.84734745364,2.0,270923.0,Stable,0,Medium,27.0,stability_support
1167,111436.3012326515,7.5,119787.0,Growing,0,Medium,30.0,stability_support
1168,65403.03185412833,7.9,70538.0,Growing,0,Small,39.4,stability_support
1169,66537.30601292652,7.4,71471.0,Growing,0,Small,29.8,stability_support
1170,77560.81324118515,6.8,82817.0,Growing,0,Small,34.5,stability_support
1171,73200.0561525946,3.3,75585.0,Stable,0,Small,33.1,stability_support
1172,56485.96538581481,16.8,65982.0,Rapid Growth,0,Small,35.2,growth_support
1173,52058.90446210554,1.5,52828.0,Stable,0,Small,29.8,stability_support
1174,48546.27979903731,8.4,52610.0,Growing,0,Small,29.6,stability_support
1175,38887.41804820049,10.9,43135.0,Growing,0,Small,27.7,growth_support
1176,44754.41704070656,9.2,48880.0,Growing,0,Small,24.2,stability_support
1177,32984.43534403992,2.3,33744.0,Stable,0,Small,29.8,stability_support
1178,47866.72750341141,10.3,52777.0,Growing,0,Small,31.5,growth_support
1179,36860.230236692296,8.1,39839.0,Growing,0,Small,29.8,stability_support
1180,36027.44789615171,8.2,38982.0,Growing,0,Small,28.1,stability_support
1181,53856.79197215942,11.6,60089.0,Growing,0,Small,31.9,growth_support
1182,112074.45231068144,2.4,114745.0,Growing,0,Medium,33.8,stability_support
1183,80803.96317653272,5.4,85198.0,Stable,0,Small,31.7,stability_support
1184,33478.19285334585,6.6,35697.0,Growing,0,Small,32.2,stability_support
1185,36852.2844189628,5.6,38903.0,Stable,0,Small,27.2,stability_support
1186,81975.94867092594,7.4,88038.0,Growing,0,Small,33.2,stability_support
1187,36907.1648146553,5.5,38919.0,Growing,0,Small,29.2,stability_support
1188,45651.341682540165,8.8,49666.0,Growing,0,Small,31.2,stability_support
1189,64904.74513887965,8.5,70443.0,Growing,0,Small,29.7,stability_support
1190,37017.0243801639,7.2,39666.0,Growing,0,Small,32.1,stability_support
1191,52085.772639950665,7.8,56131.0,Growing,0,Small,29.2,stability_support
1192,34621.069613399246,3.0,35647.0,Growing,0,Small,31.1,stability_support
1193,40485.40351806999,11.9,45319.0,Growing,0,Small,28.6,growth_support
1194,57559.75581206971,7.0,61611.0,Growing,0,Small,30.1,stability_support
1195,33382.907240303364,-0.8,33119.0,Stable,0,Small,32.4,intervention_required
1196,61198.444747966605,0.8,61699.0,Stable,0,Small,29.7,stability_support
1197,49395.66868110847,4.8,51750.0,Growing,0,Small,28.9,stability_support
1198,64991.908579725874,4.6,67996.0,Growing,0,Small,31.5,stability_support
1199,54966.6901585195,5.7,58088.0,Growing,0,Small,29.4,stability_support
1200,109797.12614758436,8.6,119206.0,Growing,0,Medium,30.1,stability_support
1201,52544.68757630183,15.1,60455.0,Growing,0,Small,32.1,growth_support
1202,42604.01108662749,9.6,46713.0,Growing,0,Small,31.2,stability_support
1203,52476.44052470069,6.6,55943.0,Growing,0,Small,29.6,stability_support
1204,64664.36604233026,7.5,69497.0,Growing,0,Small,29.6,stability_support
1205,50827.92204539444,9.8,55821.0,Growing,0,Small,28.0,stability_support
1206,50649.78338799893,6.6,54013.0,Growing,0,Small,27.7,stability_support
1207,39404.52610221214,12.5,44320.0,Growing,0,Small,27.2,growth_support
1208,39811.560927700346,7.3,42738.0,Growing,0,Small,31.2,stability_support
1209,34261.36856490578,13.7,38947.0,Growing,0,Small,32.0,growth_support
1210,147701.1274164251,9.0,160967.0,Growing,0,Medium,28.1,stability_support
1211,35133.10833874089,12.9,39679.0,Growing,0,Small,28.9,growth_support
1212,39497.72526051094,1.5,40071.0,Stable,0,Small,38.4,stability_support
1213,39238.28527626181,8.1,42407.0,Growing,0,Small,29.8,stability_support
1214,79610.70576887882,8.1,86055.0,Growing,0,Small,29.6,stability_support
1215,44533.87839499896,8.7,48430.0,Growing,0,Small,28.2,stability_support
1216,100940.51810137344,12.8,113811.0,Growing,0,Medium,32.3,growth_support
1217,39699.71901714805,4.0,41305.0,Stable,0,Small,31.0,stability_support
1218,56426.06398353248,7.7,60744.0,Growing,0,Small,30.3,stability_support
1219,38129.8033459453,4.9,39991.0,Growing,0,Small,28.8,stability_support
1220,205204.7449762928,6.5,218505.0,Growing,0,Medium,32.6,stability_support
1221,35476.841437334195,9.7,38928.0,Growing,0,Small,26.7,stability_support
1222,57278.602419711024,13.1,64794.0,Growing,0,Small,29.6,growth_support
1223,68023.33608919944,7.7,73245.0,Growing,0,Small,29.3,stability_support
1224,60355.99638295149,6.6,64317.0,Stable,0,Small,31.0,stability_support
1225,46311.76464289632,11.5,51619.0,Growing,0,Small,27.9,growth_support
1226,47288.051562364926,3.4,48917.0,Stable,0,Small,29.6,stability_support
1227,50718.97712034639,4.8,53139.0,Growing,0,Small,29.9,stability_support
1228,46979.83038317946,6.6,50071.0,Growing,0,Small,28.0,stability_support
1229,83209.82773351269,7.2,89203.0,Growing,0,Small,30.0,stability_support
1230,217095.68234935027,6.1,230308.0,Growing,0,Medium,20.7,stability_support
1231,40991.84549081252,4.5,42854.0,Stable,0,Small,26.7,stability_support
1232,34430.3407475289,4.8,36080.0,Stable,0,Small,29.2,stability_support
1233,48055.47588212056,3.1,49544.0,Stable,0,Small,29.7,stability_support
1234,301004.44500658085,8.4,326271.0,Growing,0,Medium,25.3,stability_support
1235,38417.3468927175,9.1,41932.0,Growing,0,Small,27.9,stability_support
1236,135307.92992063722,9.3,147831.0,Growing,0,Medium,29.3,stability_support
1237,139482.23736807887,7.4,149842.0,Growing,0,Medium,31.8,stability_support
1238,41037.9882613642,5.4,43273.0,Growing,0,Small,24.9,stability_support
1239,65587.22106997356,8.8,71353.0,Growing,0,Small,30.8,stability_support
1240,134176.44666996168,12.4,150814.0,Growing,0,Medium,25.5,growth_support
1241,43295.46556010049,5.2,45546.0,Growing,0,Small,29.3,stability_support
1242,46001.4840364459,23.4,56769.0,Rapid Growth,0,Small,38.1,growth_support
1243,40709.89363226018,5.7,43017.0,Stable,0,Small,28.0,stability_support
1244,36662.24428537971,6.9,39185.0,Growing,0,Small,27.9,stability_support
1245,39957.195474788336,7.3,42875.0,Growing,0,Small,28.8,stability_support
1246,35252.61630745629,8.0,38075.0,Growing,0,Small,28.9,stability_support
1247,50510.598832852345,10.9,56039.0,Growing,0,Small,33.9,growth_support
1248,38733.47765373413,3.1,39936.0,Growing,0,Small,31.9,stability_support
1249,55222.37076425496,8.0,59623.0,Growing,0,Small,27.8,stability_support
1250,33541.220078609345,0.2,33624.0,Stable,0,Small,28.5,stability_support
1251,57876.31903622698,5.7,61201.0,Growing,0,Small,37.3,stability_support
1252,76608.46598695201,10.9,84940.0,Growing,0,Small,34.9,growth_support
1253,31999.87948789849,7.6,34434.0,Growing,0,Small,29.2,stability_support
1254,59141.83307935251,15.8,68502.0,Rapid Growth,0,Small,36.2,growth_support
1255,99514.7058346351,4.9,104391.0,Stable,1,Small,30.3,stability_support
1256,35339.869995250054,5.2,37176.0,Stable,0,Small,30.7,stability_support
1257,138918.08085170275,9.1,151583.0,Growing,0,Medium,31.3,stability_support
1258,60519.08369478457,9.4,66214.0,Growing,0,Small,30.8,stability_support
1259,39373.73560691226,5.2,41428.0,Stable,0,Small,31.3,stability_support
1260,48678.79124246208,18.1,57486.0,Growing,0,Small,29.0,growth_support
1261,65201.46953198923,5.5,68778.0,Growing,0,Small,30.5,stability_support
1262,51423.22064417014,10.1,56627.0,Growing,0,Small,30.1,growth_support
1263,64503.62440051237,5.7,68153.0,Growing,0,Small,28.7,stability_support
1264,37398.97869482386,8.0,40381.0,Growing,0,Small,28.8,stability_support
1265,53598.37580165545,8.4,58080.0,Growing,0,Small,27.6,stability_support
1266,34205.38735435264,6.9,36552.0,Growing,0,Small,29.2,stability_support
1267,47627.64845466476,7.2,51065.0,Growing,0,Small,27.6,stability_support
1268,37537.69990436804,9.9,41247.0,Growing,0,Small,29.4,stability_support
1269,39067.76702518425,20.4,47038.0,Growing,0,Small,32.5,growth_support
1270,100109.60118288409,4.3,104434.0,Growing,0,Medium,30.2,stability_support
1271,90550.90741545334,5.9,95884.0,Growing,0,Small,32.1,stability_support
1272,67078.32316292715,4.6,70139.0,Stable,0,Small,23.9,stability_support
1273,36104.93990567443,11.8,40376.0,Growing,0,Small,37.8,growth_support
1274,44208.21360380227,5.6,46662.0,Growing,0,Small,34.2,stability_support
1275,98497.47381071212,5.7,104117.0,Growing,1,Small,30.8,stability_support
1276,52932.98724114808,-2.8,51438.0,Growing,0,Small,29.3,intervention_required
1277,238694.3289243162,2.5,244593.0,Stable,0,Medium,25.5,stability_support
1278,59724.25432759344,-0.1,59665.0,Stable,0,Small,34.0,intervention_required
1279,54158.394658393816,8.6,58810.0,Growing,0,Small,29.5,stability_support
1280,44318.09599499212,8.7,48188.0,Growing,0,Small,28.9,stability_support
1281,52739.68967244682,3.8,54754.0,Stable,0,Small,37.2,stability_support
1282,46882.846673674285,7.3,50301.0,Growing,0,Small,29.7,stability_support
1283,71019.55611014769,7.3,76204.0,Growing,0,Small,27.9,stability_support
1284,82823.55585842006,7.8,89253.0,Growing,0,Small,30.1,stability_support
1285,38581.91078760235,6.8,41211.0,Stable,0,Small,22.9,stability_support
1286,34636.24565783633,-4.9,32940.0,Growing,0,Small,27.2,intervention_required
1287,32478.58034809592,8.1,35120.0,Stable,0,Small,32.2,stability_support
1288,63433.88012843706,10.4,70052.0,Growing,0,Small,27.9,growth_support
1289,36028.969913889,10.3,39747.0,Growing,0,Small,37.4,growth_support
1290,31587.05796816169,5.4,33303.0,Growing,0,Small,24.4,stability_support
1291,59579.90736611391,5.3,62712.0,Growing,0,Small,29.9,stability_support
1292,278428.7351168243,9.9,305861.0,Stable,0,Medium,41.2,stability_support
1293,49671.60783481614,13.1,56172.0,Growing,0,Small,38.3,growth_support
1294,76844.31151704906,6.3,81719.0,Growing,0,Small,31.0,stability_support
1295,51553.05967425231,4.4,53846.0,Stable,0,Small,27.6,stability_support
1296,47856.45992338368,4.9,50189.0,Stable,0,Small,32.1,stability_support
1297,80843.19518065767,7.3,86752.0,Growing,0,Small,29.8,stability_support
1298,44605.76152774416,7.3,47883.0,Growing,0,Small,27.9,stability_support
1299,56111.94926890341,5.2,59011.0,Stable,0,Small,30.5,stability_support
1300,57614.15275300324,6.8,61530.0,Growing,0,Small,28.6,stability_support
1301,39756.60427500292,6.9,42494.0,Growing,0,Small,31.1,stability_support
1302,84752.70776984774,6.5,90289.0,Growing,0,Small,30.8,stability_support
1303,46489.469650691,5.7,49160.0,Growing,0,Small,28.6,stability_support
1304,38870.17387770108,6.6,41418.0,Growing,0,Small,28.7,stability_support
1305,64424.40309558712,12.9,72767.0,Growing,0,Small,34.0,growth_support
1306,37583.20957829653,4.2,39180.0,Growing,0,Small,27.3,stability_support
1307,50385.1531684528,8.6,54735.0,Growing,0,Small,22.3,stability_support
1308,49609.28586627032,4.6,51890.0,Stable,0,Small,30.2,stability_support
1309,90219.5857455616,2.2,92223.0,Growing,0,Small,37.0,stability_support
1310,62312.70128440144,7.4,66921.0,Growing,0,Small,32.4,stability_support
1311,49287.092362484014,3.5,51003.0,Stable,0,Small,30.3,stability_support
1312,75866.94980499375,6.1,80459.0,Growing,0,Small,31.7,stability_support
1313,111925.83736195612,11.0,124184.0,Growing,0,Medium,37.8,growth_support
1314,65182.87273869502,4.5,68112.0,Stable,0,Small,29.7,stability_support
1315,50010.69670833612,7.3,53644.0,Growing,0,Small,29.4,stability_support
1316,34742.83463707983,4.6,36339.0,Growing,0,Small,31.3,stability_support
1317,36295.48646121633,14.2,41432.0,Growing,0,Small,30.7,growth_support
1318,44377.06939542422,4.6,46432.0,Stable,0,Small,29.9,stability_support
1319,40393.81482394237,11.4,45015.0,Growing,0,Small,38.5,growth_support
1320,46282.96893944875,15.6,53510.0,Growing,0,Small,33.8,growth_support
1321,50997.1039871139,7.7,54944.0,Growing,0,Small,30.4,stability_support
1322,64185.05216315664,2.1,65562.0,Stable,0,Small,34.1,stability_support
1323,48393.891881019896,13.0,54686.0,Growing,0,Small,26.4,growth_support
1324,62705.92916522984,7.2,67214.0,Growing,0,Small,30.1,stability_support
1325,51168.370049073616,7.3,54912.0,Growing,0,Small,28.6,stability_support
1326,32051.60843889562,9.0,34949.0,Growing,0,Small,33.1,stability_support
1327,37247.28190757402,9.6,40833.0,Growing,0,Small,33.4,stability_support
1328,47031.74136120832,7.2,50398.0,Growing,0,Small,29.0,stability_support
1329,35339.53983117251,2.8,36318.0,Stable,0,Small,27.8,stability_support
1330,66731.03472395148,8.0,72102.0,Growing,0,Small,31.0,stability_support
1331,124409.95563331032,21.3,150895.0,Rapid Growth,0,Medium,43.5,growth_support
1332,98891.1321019963,1.0,99910.0,Stable,0,Small,31.9,stability_support
1333,45836.53637530725,12.5,51579.0,Growing,0,Small,29.9,growth_support
1334,120674.23178348814,5.3,127097.0,Growing,0,Medium,29.9,stability_support
1335,53098.55972406689,5.5,56032.0,Growing,0,Small,29.7,stability_support
1336,43900.947920847146,5.1,46142.0,Stable,0,Small,30.9,stability_support
1337,40350.32765392514,0.0,40352.0,Stable,0,Small,29.1,stability_support
1338,44418.95625004478,5.9,47059.0,Growing,0,Small,29.3,stability_support
1339,43168.43737981664,7.0,46196.0,Growing,0,Small,30.0,stability_support
1340,53624.14556484224,5.7,56658.0,Growing,0,Small,28.9,stability_support
1341,53384.87915970084,5.4,56251.0,Stable,0,Small,30.0,stability_support
1342,49859.15293013532,9.0,54354.0,Growing,0,Small,29.8,stability_support
1343,61085.4593263866,18.1,72131.0,Rapid Growth,0,Small,37.3,growth_support
1344,96958.85243765768,16.8,113207.0,Rapid Growth,1,Small,35.4,growth_support
1345,82441.57010230668,4.4,86057.0,Stable,0,Small,32.1,stability_support
1346,33861.07111545039,4.4,35341.0,Growing,0,Small,28.6,stability_support
1347,30796.5159365028,6.9,32913.0,Growing,0,Small,29.3,stability_support
1348,81636.53476044183,6.0,86511.0,Growing,0,Small,33.4,stability_support
1349,34445.6752171182,12.5,38741.0,Growing,0,Small,35.8,growth_support
1350,45649.16533322432,8.3,49440.0,Growing,0,Small,31.2,stability_support
1351,35587.662611480475,7.2,38151.0,Growing,0,Small,27.8,stability_support
1352,32592.93508960475,7.7,35111.0,Growing,0,Small,26.7,stability_support
1353,64599.32724818202,8.5,70122.0,Growing,0,Small,29.7,stability_support
1354,73210.02772036119,10.2,80700.0,Growing,0,Small,28.1,growth_support
1355,40769.59007340814,9.9,44799.0,Growing,0,Small,29.5,stability_support
1356,30738.12516928386,6.1,32603.0,Growing,0,Small,27.7,stability_support
1357,41125.28703611134,3.9,42740.0,Stable,0,Small,34.5,stability_support
1358,59678.07180096193,1.3,60437.0,Stable,0,Small,30.7,stability_support
1359,33889.092890748965,5.9,35894.0,Stable,0,Small,32.2,stability_support
1360,53942.415231416366,4.1,56174.0,Stable,0,Small,28.6,stability_support
1361,49483.28925965309,0.8,49865.0,Stable,0,Small,30.2,stability_support
1362,65964.31631366747,1.7,67112.0,Growing,0,Small,28.7,stability_support
1363,52413.265305935536,2.3,53631.0,Stable,0,Small,29.4,stability_support
1364,36980.15254426453,4.0,38453.0,Stable,0,Small,30.1,stability_support
1365,97361.565508755,14.6,111614.0,Rapid Growth,1,Small,36.7,growth_support
1366,46775.98201477782,6.5,49827.0,Growing,0,Small,30.1,stability_support
1367,49241.381165635335,9.7,54042.0,Growing,0,Small,27.3,stability_support
1368,37296.29222120463,3.3,38522.0,Growing,0,Small,30.8,stability_support
1369,42419.21166595845,7.9,45790.0,Growing,0,Small,29.9,stability_support
1370,37698.635025629694,7.7,40620.0,Growing,0,Small,26.1,stability_support
1371,46524.332245779166,11.7,51970.0,Growing,0,Small,38.4,growth_support
1372,143297.38180668035,4.2,149340.0,Growing,0,Medium,31.8,stability_support
1373,34419.365906357336,6.4,36622.0,Growing,0,Small,34.7,stability_support
1374,33297.63446768892,8.7,36191.0,Growing,0,Small,29.1,stability_support
1375,118902.64385219423,1.4,120579.0,Stable,0,Medium,27.4,stability_support
1376,45905.230926927165,7.8,49464.0,Growing,0,Small,28.1,stability_support
1377,39746.2340401485,10.1,43756.0,Growing,0,Small,27.0,growth_support
1378,87476.53405400648,3.5,90531.0,Stable,0,Small,35.2,stability_support
1379,40437.54122908428,10.5,44664.0,Growing,0,Small,27.9,growth_support
1380,157114.11603459023,4.3,163872.0,Stable,0,Medium,30.9,stability_support
1381,69776.00964120633,10.1,76858.0,Growing,0,Small,30.2,growth_support
1382,41841.9656509714,6.1,44375.0,Growing,0,Small,35.3,stability_support
1383,207357.9365968776,3.7,214948.0,Stable,0,Medium,28.3,stability_support
1384,40436.42388083756,5.5,42651.0,Growing,0,Small,32.0,stability_support
1385,72465.4952073974,6.6,77251.0,Growing,0,Small,20.5,stability_support
1386,56984.4767964318,10.7,63057.0,Growing,0,Small,28.8,growth_support
1387,104921.27681977607,2.2,107243.0,Stable,0,Medium,32.0,stability_support
1388,127384.34019555803,10.7,140997.0,Growing,0,Medium,33.5,growth_support
1389,50466.32120587718,7.1,54062.0,Stable,0,Small,30.5,stability_support
1390,38892.71897982343,6.1,41261.0,Growing,0,Small,31.0,stability_support
1391,61828.56813685087,2.3,63243.0,Stable,0,Small,30.3,stability_support
1392,39655.42933382223,9.2,43284.0,Growing,0,Small,32.0,stability_support
1393,183476.18463297692,9.6,201037.0,Growing,0,Medium,30.4,stability_support
1394,52810.30068724289,4.2,55005.0,Growing,0,Small,32.4,stability_support
1395,43491.50097118518,6.6,46374.0,Growing,0,Small,37.3,stability_support
1396,53975.11406364001,9.5,59130.0,Stable,0,Small,28.4,stability_support
1397,34550.436494428934,11.1,38392.0,Growing,0,Small,27.9,growth_support
1398,36991.4886450692,8.3,40051.0,Growing,0,Small,31.7,stability_support
1399,97623.99622856591,12.7,110008.0,Growing,1,Small,40.8,growth_support
1400,39875.52772710903,9.5,43681.0,Growing,0,Small,28.3,stability_support
1401,36425.93324250454,3.6,37753.0,Stable,0,Small,28.4,stability_support
1402,64429.43817238676,6.8,68817.0,Growing,0,Small,32.3,stability_support
1403,96624.77739603475,5.6,102016.0,Growing,1,Small,29.4,stability_support
1404,71475.60557726101,10.9,79242.0,Growing,0,Small,30.8,growth_support
1405,84975.68467960987,5.9,89967.0,Growing,0,Small,30.9,stability_support
1406,38860.020082625706,5.9,41150.0,Growing,0,Small,29.1,stability_support
1407,34164.979416931616,9.9,37533.0,Growing,0,Small,35.1,stability_support
1408,121649.77289360852,4.6,127217.0,Growing,0,Medium,29.1,stability_support
1409,44114.349279968585,8.7,47949.0,Growing,0,Small,30.2,stability_support
1410,45225.76513643844,19.9,54210.0,Rapid Growth,0,Small,31.7,growth_support
1411,106951.20534951954,5.7,113089.0,Stable,0,Medium,32.9,stability_support
1412,65126.044802907854,8.1,70397.0,Growing,0,Small,29.7,stability_support
1413,61695.54895355263,6.5,65710.0,Growing,0,Small,29.8,stability_support
1414,208734.03930154484,8.0,225464.0,Growing,0,Medium,30.8,stability_support
1415,40019.36201900919,7.1,42872.0,Growing,0,Small,29.3,stability_support
1416,81297.8181458493,10.9,90199.0,Growing,0,Small,29.5,growth_support
1417,51005.02425393684,9.6,55916.0,Growing,0,Small,32.6,stability_support
1418,56144.2690535102,4.1,58447.0,Stable,0,Small,31.2,stability_support
1419,124192.8823597002,4.1,129227.0,Stable,0,Medium,34.0,stability_support
1420,63428.55384845047,10.0,69777.0,Growing,0,Small,32.0,growth_support
1421,64487.38883940864,8.4,69902.0,Growing,0,Small,29.8,stability_support
1422,89408.00833902539,12.0,100180.0,Growing,1,Small,35.6,growth_support
1423,43496.77511365047,6.6,46370.0,Growing,0,Small,27.8,stability_support
1424,38095.35498442706,10.3,42023.0,Growing,0,Small,31.8,growth_support
1425,36441.14888207748,6.3,38753.0,Growing,0,Small,28.4,stability_support
1426,32077.75864471517,8.9,34941.0,Growing,0,Small,29.6,stability_support
1427,190226.0046489348,-2.2,186072.0,Stable,0,Medium,41.1,intervention_required
1428,36030.05154258666,6.8,38468.0,Growing,0,Small,28.9,stability_support
1429,45707.05324281364,10.7,50581.0,Growing,0,Small,35.8,growth_support
1430,44814.62345307919,8.0,48393.0,Growing,0,Small,31.4,stability_support
1431,57210.88799599979,5.9,60602.0,Growing,0,Small,31.0,stability_support
1432,75772.34268896861,14.4,86671.0,Growing,0,Small,36.8,growth_support
1433,77903.3891771275,6.8,83165.0,Growing,0,Small,32.8,stability_support
1434,40693.82285351405,9.8,44697.0,Growing,0,Small,29.9,stability_support
1435,46625.56367413794,1.9,47506.0,Growing,0,Small,28.0,stability_support
1436,56523.88710035625,8.0,61059.0,Growing,0,Small,36.0,stability_support
1437,45260.13987190269,7.4,48629.0,Growing,0,Small,28.8,stability_support
1438,131989.55854749575,12.5,148432.0,Growing,0,Medium,29.2,growth_support
1439,62856.17340966657,7.6,67631.0,Growing,0,Small,28.9,stability_support
1440,72154.30501110383,11.2,80216.0,Growing,0,Small,29.3,growth_support
1441,69170.04156922139,8.2,74822.0,Growing,0,Small,37.8,stability_support
1442,95805.1035732774,6.2,101756.0,Growing,1,Small,32.0,stability_support
1443,53884.61248716834,9.6,59035.0,Growing,0,Small,29.3,stability_support
1444,34826.71621971794,17.3,40838.0,Rapid Growth,0,Small,34.4,growth_support
1445,59919.35519456999,8.1,64773.0,Growing,0,Small,28.5,stability_support
1446,39934.83862639863,7.7,43021.0,Growing,0,Small,29.5,stability_support
1447,41337.47079372071,7.4,44387.0,Stable,0,Small,30.6,stability_support
1448,66225.2957386525,3.6,68636.0,Growing,0,Small,29.9,stability_support
1449,100265.06880252676,16.5,116799.0,Rapid Growth,0,Medium,35.0,growth_support
1450,50239.236995444415,8.3,54404.0,Growing,0,Small,32.4,stability_support
1451,57250.877178690265,12.2,64229.0,Rapid Growth,0,Small,34.5,growth_support
1452,142219.26450612769,5.5,150110.0,Growing,0,Medium,29.9,stability_support
1453,55404.349474616654,4.7,58028.0,Growing,0,Small,28.5,stability_support
1454,307043.2480985191,6.0,325617.0,Growing,0,Medium,25.8,stability_support
1455,65461.03147934954,6.3,69612.0,Growing,0,Small,31.1,stability_support
1456,32735.9517939789,9.5,35842.0,Growing,0,Small,27.0,stability_support
1457,72954.88212674715,5.2,76728.0,Growing,0,Small,30.2,stability_support
1458,59355.27290928659,7.9,64035.0,Growing,0,Small,31.9,stability_support
1459,104018.83988445497,7.0,111339.0,Growing,0,Medium,38.0,stability_support
1460,69583.92428657244,5.8,73596.0,Growing,0,Small,29.5,stability_support
1461,47132.478357520464,11.7,52640.0,Growing,0,Small,34.8,growth_support
1462,35250.44795349886,10.4,38901.0,Growing,0,Small,27.6,growth_support
1463,45910.25201824217,10.0,50523.0,Growing,0,Small,28.0,growth_support
1464,37995.24272732216,5.3,40028.0,Growing,0,Small,28.8,stability_support
1465,40723.23039583163,5.6,42996.0,Growing,0,Small,31.9,stability_support
1466,66307.38780895594,15.9,76846.0,Growing,0,Small,33.4,growth_support
1467,138625.74046811875,9.9,152297.0,Growing,0,Medium,31.3,stability_support
1468,59765.61060707118,7.3,64158.0,Growing,0,Small,31.0,stability_support
1469,35425.00669235366,7.6,38102.0,Growing,0,Small,33.4,stability_support
1470,61330.82924485037,8.6,66585.0,Growing,0,Small,29.8,stability_support
1471,97365.65465182252,9.1,106210.0,Growing,1,Small,28.1,stability_support
1472,40390.783464001965,3.7,41886.0,Growing,0,Small,29.5,stability_support
1473,47212.28024941402,7.4,50688.0,Growing,0,Small,34.2,stability_support
1474,50101.14428358516,4.0,52126.0,Stable,0,Small,28.9,stability_support
1475,38592.15979627922,5.0,40505.0,Stable,0,Small,34.1,stability_support
1476,68590.60080565918,10.3,75672.0,Growing,0,Small,30.2,growth_support
1477,47449.304830124514,7.6,51050.0,Growing,0,Small,30.0,stability_support
1478,60535.17112122831,3.8,62808.0,Stable,0,Small,34.0,stability_support
